customer_id,customer_name,customer_email,country,gender,age,annual_salary,credit_card_debt,net_worth,car_purchase_amount,age_group
425,Rhonda,Sed.congue.elit@faucibusleo.ca,USA,Male,41,79064.955900,7221.667169,365871.499200,47719.477410,Adult
426,Leroy,arcu.et.pede@Morbinequetellus.org,USA,Female,42,55514.993400,8009.719809,394229.897200,35784.424110,Adult
427,Adrienne,mauris.Morbi@ligulatortordictum.net,USA,Male,38,75901.818290,6512.711020,357468.186600,42905.538150,Adult
428,Aileen,venenatis.lacus@nuncQuisque.edu,USA,Male,43,56687.939490,10827.161400,790116.425200,48516.843350,Adult
429,Rafael,nonummy.Fusce@sem.net,USA,Male,44,59801.063110,8042.386734,601744.960700,45593.684900,Adult
430,Olivia,lacus.vestibulum.lorem@gravidaAliquamtincidunt.ca,USA,Male,41,57303.833250,10836.417090,258194.844300,32061.646700,Adult
431,Hiram,ipsum.non.arcu@placeratorci.com,USA,Male,46,43412.863010,7843.402994,392003.286400,32208.375220,Adult
432,Jelani,consectetuer.adipiscing.elit@vestibulumneceuismod.net,USA,Female,46,58948.932610,8282.075073,205439.366300,35475.003440,Adult
433,Madeson,libero.et@Crasdictum.ca,USA,Female,40,56086.450330,6588.606462,228388.549100,29519.561840,Adult
434,Uriah,molestie@commodoauctorvelit.co.uk,USA,Female,45,80015.831150,9064.618618,508555.159200,55420.566680,Adult
435,Brady,massa@nec.co.uk,USA,Female,58,41409.293900,8211.340920,421318.976400,42139.645280,Senior
436,Denise,montes@inconsectetuer.edu,USA,Male,62,40387.920700,5761.401538,622569.595900,50539.901690,Senior
437,Lyle,nascetur@amet.org,USA,Male,52,48746.716660,3923.407178,217188.405600,34922.428460,Senior
438,Victor,lectus.a@nonhendreritid.org,USA,Male,44,70230.154980,8542.019129,320525.728200,43898.273300,Adult
439,Demetria,Donec.at@sedlibero.net,USA,Male,44,64961.393050,6885.723977,265717.254200,39135.030230,Adult
440,Ora,bibendum.Donec.felis@liberoestcongue.org,USA,Female,40,57777.155580,19692.912620,601210.280300,41147.466790,Adult
441,Trevor,Sed@Pellentesquetincidunttempus.edu,USA,Male,33,54447.152750,13141.319690,284155.415500,24134.592050,Adult
442,Kristen,urna@vitaeodiosagittis.ca,USA,Female,44,59712.311010,7135.987550,487564.554100,42705.113110,Adult
443,Aristotle,ac@non.com,USA,Male,42,65605.417980,13629.110400,297540.881400,38901.609250,Adult
444,Camden,Aliquam.adipiscing.lobortis@loremut.net,USA,Female,20,70467.294920,100.000000,494606.633400,28645.394250,Teenager
445,Urielle,est.congue@Nunc.edu,USA,Male,53,76318.878830,6392.211408,245216.169100,52150.417860,Senior
446,Jolene,erat.neque.non@elit.com,USA,Female,56,77657.562430,14438.242330,622831.922000,66648.250770,Senior
447,Holly,accumsan@parturientmontes.net,USA,Female,44,60487.901160,9911.037592,478428.717400,42909.271290,Adult
448,Wayne,molestie.orci@condimentum.com,USA,Female,52,67729.972500,10279.912640,314885.134500,49248.105950,Senior
449,Judith,vel.nisl.Quisque@mollisPhasellus.co.uk,USA,Male,43,49463.063500,6478.156506,201636.866000,27303.171040,Adult
450,Dennis,nunc.nulla.vulputate@dignissimmagnaa.edu,USA,Female,49,65850.476880,3912.385616,419556.619800,47869.825930,Adult
451,Kaitlin,parturient@Nuncsollicitudincommodo.co.uk,USA,Female,56,66505.381240,3942.767620,621309.586300,59984.163610,Senior
452,Harriet,amet.orci@tellus.net,USA,Male,47,58260.572320,4658.414540,507572.635000,45271.460810,Adult
453,Tatyana,sem@parturientmontesnascetur.net,USA,Male,25,45092.740730,11380.092880,158758.357700,9000.000000,Teenager
454,Paula,Nam@enimmitempor.com,USA,Female,45,63845.771860,7761.848528,505048.759900,46012.106160,Adult
455,Tamekah,ut.pharetra@ametultricies.net,USA,Female,46,55293.575000,8276.644566,169475.996800,32967.201910,Adult
456,Brandon,non@purusaccumsaninterdum.com,USA,Male,33,87598.015010,10814.579150,485563.736300,48785.158390,Adult
457,Veda,et.euismod@Duis.co.uk,USA,Female,43,71753.308770,9119.791422,400703.265500,45824.565600,Adult
458,Seth,Nulla.aliquet@sedturpisnec.co.uk,USA,Female,48,45368.155610,12203.487780,577058.177300,40102.114170,Adult
459,Kai,velit@molestie.com,USA,Male,48,45362.669820,2524.992105,399437.523500,35457.148600,Adult
460,Piper,erat.neque@mattisvelitjusto.org,USA,Male,40,40727.391960,9725.549901,508528.995700,29556.793200,Adult
461,Hillary,ut.mi.Duis@quisarcu.com,USA,Female,39,58632.588750,12035.370790,516817.317300,38243.062280,Adult
462,Francis,Phasellus@estcongue.ca,USA,Male,39,66680.274100,10263.148990,556945.874200,44430.633230,Adult
463,Rogan,pulvinar@porttitortellus.ca,USA,Female,54,75892.305300,8110.946984,177878.175800,51046.422260,Senior
464,Kyle,a.feugiat@enimnisl.com,USA,Male,53,59297.416310,9592.433147,567842.126700,52570.365170,Senior
465,Vaughan,Aliquam@aaliquet.com,USA,Male,51,92455.728070,9877.169366,285326.354400,61404.225780,Senior
466,India,risus.at.fringilla@feugiat.ca,USA,Male,55,32697.981610,10858.025260,218808.755300,28463.643260,Senior
467,Edward,rutrum.urna@faucibusidlibero.co.uk,USA,Female,35,55418.756060,8837.654857,312927.918700,27586.200780,Adult
468,Laurel,felis@orciconsectetuereuismod.ca,USA,Male,43,68921.402130,8120.204455,515012.280400,47979.485490,Adult
469,Igor,Proin.eget@aliquetnecimperdiet.org,USA,Male,37,43739.978290,5933.177726,517110.945400,28164.860390,Adult
470,Diana,purus.ac.tellus@parturientmontesnascetur.org,USA,Male,60,81565.959670,9072.063059,544291.950400,69669.474020,Senior
471,Todd,egestas.a@vel.ca,USA,Male,44,65364.063340,7839.414396,579640.798200,48052.650910,Adult
472,Zephania,montes@sedsem.ca,USA,Female,39,65019.157010,4931.560160,341330.734400,37364.234740,Adult
473,Brock,Vivamus.nisi@elitpharetraut.ca,USA,Female,42,58243.179920,15149.034260,649323.787800,44500.819360,Adult
474,Avye,Cras@eros.net,USA,Male,32,73558.873340,11164.526520,301245.770800,35139.247930,Adult
475,Serena,odio.Nam@estac.ca,USA,Female,52,66088.023690,6769.181833,557098.963600,55167.373610,Senior
476,Barclay,diam.Proin@ut.edu,USA,Male,56,54441.724370,4362.720324,432850.415700,48383.690710,Senior
477,Isabella,et.magnis@necmetus.ca,USA,Female,41,60101.797250,12989.367840,340720.518500,35823.554710,Adult
478,Mia,sed.est@afelisullamcorper.edu,USA,Female,51,50153.435450,6596.013690,266939.174600,36517.709960,Senior
479,Chester,Integer@odioauctor.co.uk,USA,Male,58,61430.934150,11561.073650,421891.846000,53110.880520,Senior
480,Isaac,pretium.aliquet.metus@pretiumneque.com,USA,Male,51,65846.509600,9141.668545,531840.334200,53049.445670,Senior
481,Heather,erat.Etiam@elementum.org,USA,Female,29,55433.611870,10769.750590,276466.620300,21471.113670,Teenager
482,Justine,orci.adipiscing@penatibuset.com,USA,Female,53,62979.601960,14297.253660,247421.918500,45015.679530,Senior
483,Bert,sem.Pellentesque@quis.net,USA,Male,43,76523.332580,10373.008560,620355.265800,55377.876970,Adult
484,Gil,Phasellus.fermentum@dictumplacerataugue.net,USA,Male,62,63956.161800,16978.527450,360787.640100,56510.132940,Senior
485,Dolan,ipsum.Phasellus@egestasblanditNam.edu,USA,Female,60,39460.003480,8769.290288,571245.371400,47443.744430,Senior
486,Cheryl,iaculis.enim@nislelementum.edu,USA,Female,37,66923.435360,8611.468093,522814.817000,41489.641230,Adult
487,Courtney,porttitor.tellus@elitelit.org,USA,Male,43,50051.140390,893.235341,347177.836700,32553.534230,Adult
488,Neville,felis.Nulla@mi.ca,USA,Male,42,61575.950200,594.804949,497197.264000,41984.624120,Adult
489,Gloria,Curabitur.egestas.nunc@fermentumfermentum.ca,USA,Male,55,64430.073980,6924.106833,664862.010200,59538.403270,Senior
490,Jonah,augue@risusNuncac.co.uk,USA,Female,46,63722.001640,10711.444720,316128.400200,41352.470710,Adult
491,Merrill,dolor.sit@turpisIn.com,USA,Female,50,78518.215270,10072.482980,294506.084400,52785.169470,Senior
492,Nolan,Donec.at@neccursus.co.uk,USA,Male,55,72424.801120,9831.184792,523680.769900,60117.678860,Senior
493,Winter,egestas.urna.justo@maurissagittis.edu,USA,Male,43,77665.171950,13308.879320,349588.560800,47760.664270,Adult
494,Rigel,egestas.blandit.Nam@semvitaealiquam.com,USA,Male,52,77345.616330,6736.751680,665099.139000,64188.268620,Senior
495,Walter,ligula@Cumsociis.ca,USA,Male,41,71942.402910,6995.902524,541670.101600,48901.443420,Adult
496,Vanna,Cum.sociis.natoque@Sedmolestie.edu,USA,Female,38,56039.497930,12301.456790,360419.098800,31491.414570,Adult
497,Pearl,penatibus.et@massanonante.com,USA,Female,54,68888.778050,10611.606860,764531.320300,64147.288880,Senior
498,Nell,Quisque.varius@arcuVivamussit.net,USA,Female,59,49811.990620,14013.034510,337826.638200,45442.153530,Senior
499,Marla,Camaron.marla@hotmail.com,USA,Female,47,61370.677660,9391.341628,462946.492400,45107.225660,Adult
